2016-02-25 13:26:11,436 |-0.0.0.0-8443-exec-4 |ServerHitBin                  |W| Error saving ServerHit: org.ofbiz.entity.GenericEntityException: org.ofbiz.entity.GenericEntityException: Error while inserting: [GenericEntity:ServerHit][contentId,myfirstdemo.testjsp(java.lang.String)][createdStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][createdTxStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][hitStartDateTime,2016-02-25 13:26:05.166(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][referrerUrl,(java.lang.String)][requestUrl,https://localhost:8443/myfirstdemo/control/testjsp(java.lang.String)][runningTimeMillis,6268(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][visitId,23400(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '23400-myfirstdemo.testjsp-2016-02-25 13:26:05-REQUEST' for key 'PRIMARY')) (Error while inserting: [GenericEntity:ServerHit][contentId,myfirstdemo.testjsp(java.lang.String)][createdStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][createdTxStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][hitStartDateTime,2016-02-25 13:26:05.166(java.sql.Timestamp)][hitTypeId,REQUEST(java.lang.String)][lastUpdatedStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][lastUpdatedTxStamp,2016-02-25 13:26:11.435(java.sql.Timestamp)][referrerUrl,(java.lang.String)][requestUrl,https://localhost:8443/myfirstdemo/control/testjsp(java.lang.String)][runningTimeMillis,6268(java.lang.Long)][serverHostName,cristik1991(java.lang.String)][serverIpAddress,10.10.10.79(java.lang.String)][visitId,23400(java.lang.String)] (SQL Exception while executing the following:INSERT INTO SERVER_HIT (VISIT_ID, CONTENT_ID, HIT_START_DATE_TIME, HIT_TYPE_ID, NUM_OF_BYTES, RUNNING_TIME_MILLIS, USER_LOGIN_ID, STATUS_ID, REQUEST_URL, REFERRER_URL, SERVER_IP_ADDRESS, SERVER_HOST_NAME, LAST_UPDATED_STAMP, LAST_UPDATED_TX_STAMP, CREATED_STAMP, CREATED_TX_STAMP, INTERNAL_CONTENT_ID, PARTY_ID, ID_BY_IP_CONTACT_MECH_ID, REF_BY_WEB_CONTACT_MECH_ID) VALUES (?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?, ?) (Duplicate entry '23400-myfirstdemo.testjsp-2016-02-25 13:26:05-REQUEST' for key 'PRIMARY')))
2016-02-25 13:26:18,889 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,890 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,891 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,891 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,893 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,893 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,894 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,895 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,896 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,897 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,900 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,901 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,902 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,903 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,904 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,905 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,906 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,906 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,908 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,908 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,909 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,910 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,911 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,912 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,913 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,914 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,915 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,916 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,917 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,918 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,919 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,920 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,921 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,921 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,922 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,923 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,924 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,925 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,926 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,927 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,928 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,928 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,930 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,930 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,934 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,935 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,937 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,938 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,939 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,940 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,941 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,942 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,943 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,944 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,945 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,946 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,949 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,950 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,951 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,952 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,954 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,955 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,956 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,957 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,960 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,961 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,963 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,964 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,966 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,967 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,968 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,969 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,970 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,971 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,972 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,973 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,974 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,975 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,976 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,977 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,978 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,979 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,980 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,981 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,982 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,983 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,984 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,985 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,986 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,987 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,988 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,989 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,990 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,991 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,992 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,993 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,994 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,995 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,996 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,997 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:18,998 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:18,999 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:19,000 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [login], sessionId=185C902830CDA1CC34ED3261A9C6CB11.jvm1
2016-02-25 13:26:19,001 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[testjsp(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-25 13:26:19,003 |-0.0.0.0-8443-exec-9 |[ControlServlet]              |E| Servlet.service() for servlet ControlServlet threw exception
java.lang.StackOverflowError
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationHttpRequest.setAttribute(ApplicationHttpRequest.java:288) ~[tomcat-7.0.59-catalina.jar:7.0.59]
