2016-02-23 11:44:08,892 |OFBiz-config-1       |DatabaseUtil                  |W| Table named [MIME_TYPE] exists in the database but has no corresponding entity
2016-02-23 11:44:12,140 |catalina-startup-1   |ServiceDispatcher             |I| Registering dispatcher: bi
2016-02-23 11:44:12,140 |catalina-startup-1   |ServiceContainer              |I| Created new dispatcher [bi] (catalina-startup-1)
2016-02-23 11:44:12,214 |catalina-startup-1   |ControlServlet                |I| LOADING WEBAPP [bi] Open For Business - Business Intelligence, located at C:\Data\eclipse\ofbiz\apache-ofbiz-13.07.02\framework\bi\webapp\bi\
2016-02-23 11:44:12,220 |catalina-startup-1   |ConfigXMLReader               |I| controller loaded: 0.0s, 6 requests, 4 views in jndi:/0.0.0.0/bi/WEB-INF/controller.xml
2016-02-23 11:44:12,312 |catalina-startup-3   |ConfigXMLReader               |I| controller loaded: 0.112s, 111 requests, 70 views in jndi:/0.0.0.0/webtools/WEB-INF/controller.xml
2016-02-23 11:44:12,318 |catalina-startup-3   |ConfigXMLReader               |I| controller loaded: 0.0s, 5 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/tempexpr-controller.xml
2016-02-23 11:44:12,464 |catalina-startup-3   |FreeMarkerWorker              |I| loading properties: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/webapp/config/freemarkerTransforms.properties
2016-02-23 11:44:12,495 |catalina-startup-3   |FreeMarkerWorker              |I| loading properties: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/widget/config/freemarkerTransforms.properties
2016-02-23 11:44:12,501 |catalina-startup-3   |FreeMarkerWorker              |I| loading properties: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/content/config/freemarkerTransforms.properties
2016-02-23 11:44:12,537 |catalina-startup-3   |FreeMarkerWorker              |I| loading properties: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/product/config/freemarkerTransforms.properties
2016-02-23 11:44:12,551 |main                 |CatalinaContainer             |I| Connector AJP/1.3 @ 8009 - not-secure [org.apache.coyote.ajp.AjpProtocol] started.
2016-02-23 11:44:12,551 |main                 |CatalinaContainer             |I| Connector "http-bio-0.0.0.0-8080" @ 8080 - not-secure [org.apache.coyote.http11.Http11Protocol] started.
2016-02-23 11:44:12,552 |main                 |CatalinaContainer             |I| Connector "http-bio-0.0.0.0-8443" @ 8443 - secure [org.apache.coyote.http11.Http11Protocol] started.
2016-02-23 11:44:12,552 |main                 |CatalinaContainer             |I| Started Apache Tomcat/7.0.59
2016-02-23 11:44:12,552 |main                 |ContainerLoader               |I| Started container catalina-container
2016-02-23 11:44:13,397 |OFBiz-JobPoller      |JobManager                    |I| No crashed jobs to re-schedule
2016-02-23 11:44:13,460 |OFBiz-JobQueue-0     |TransactionUtil               |W| No transaction in place, so not suspending.
2016-02-23 11:44:13,464 |OFBiz-JobQueue-0     |SequenceUtil                  |I| Got bank of sequenced IDs for [JobSandbox]; curSeqId=19800, maxSeqId=19900, bankSize=100
2016-02-23 11:44:13,470 |OFBiz-JobQueue-0     |PersistedServiceJob           |I| Job  [Send Email] Id [19704] -- Next runtime: Tue Feb 23 11:59:13 CST 2016
2016-02-23 11:44:13,481 |OFBiz-JobQueue-0     |AbstractEngine                |I| Loaded Service Locations: {eedcc-test=http://localhost:8080/webtools/control/httpService, entity-sync-http=http://localhost:8080/webtools/control/httpService, rita-rmi=rmi://localhost:1099/RMIDispatcher, main-rmi=rmi://localhost:1099/RMIDispatcher, main-soap=http://localhost:8080/webtools/control/SOAPService, entity-sync-rmi=rmi://localhost:1099/RMIDispatcher, main-http=http://localhost:8080/webtools/control/httpService}
2016-02-23 11:44:13,699 |OFBiz-JobQueue-0     |ScriptUtil                    |I| The following 3 scripting engines were found:
2016-02-23 11:44:13,699 |OFBiz-JobQueue-0     |ScriptUtil                    |I| Engine name: Oracle Nashorn
2016-02-23 11:44:13,700 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Version: 1.8.0_60
2016-02-23 11:44:13,700 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Language: ECMAScript
2016-02-23 11:44:13,700 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine supports the following extensions:
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     js
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine has the following short names:
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     nashorn
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     Nashorn
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     js
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     JS
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     JavaScript
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     javascript
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     ECMAScript
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     ecmascript
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I| Engine name: BeanShell Engine
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Version: 1.0
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Language: BeanShell
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine supports the following extensions:
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     bsh
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     java
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine has the following short names:
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     beanshell
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     bsh
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     java
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I| Engine name: Groovy Scripting Engine
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Version: 2.0
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Language: Groovy
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine supports the following extensions:
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     groovy
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|   Engine has the following short names:
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     groovy
2016-02-23 11:44:13,701 |OFBiz-JobQueue-0     |ScriptUtil                    |I|     Groovy
2016-02-23 11:44:13,775 |OFBiz-JobQueue-0     |ServiceDispatcher             |T| Sync service [default/sendEmailDated] finished in [299] milliseconds
2016-02-23 11:44:28,681 |-0.0.0.0-8443-exec-2 |ControlEventListener          |I| Creating session: 8FBC5D3CA47E4012383D1A403CF6D186.jvm1
2016-02-23 11:44:28,686 |-0.0.0.0-8443-exec-2 |ContextFilter                 |I| [Domain]: localhost [Request]: /webtools/control/main
2016-02-23 11:44:28,690 |-0.0.0.0-8443-exec-2 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-23 11:44:28,694 |-0.0.0.0-8443-exec-2 |VisitHandler                  |I| Found visitorId [10000] in cookie
2016-02-23 11:44:28,699 |-0.0.0.0-8443-exec-2 |TransactionUtil               |W| No transaction in place, so not suspending.
2016-02-23 11:44:28,701 |-0.0.0.0-8443-exec-2 |SequenceUtil                  |I| Got bank of sequenced IDs for [Visit]; curSeqId=21100, maxSeqId=21200, bankSize=100
2016-02-23 11:44:28,714 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.001s, 111 requests, 70 views in jndi:/0.0.0.0/webtools/WEB-INF/controller.xml
2016-02-23 11:44:28,722 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.0s, 39 requests, 19 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/common-controller.xml
2016-02-23 11:44:28,727 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.001s, 0 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/handlers-controller.xml
2016-02-23 11:44:28,730 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.0s, 26 requests, 10 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/portal-controller.xml
2016-02-23 11:44:28,734 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.0s, 30 requests, 13 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/security-controller.xml
2016-02-23 11:44:28,737 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.0s, 5 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/tempexpr-controller.xml
2016-02-23 11:44:28,740 |-0.0.0.0-8443-exec-2 |RequestHandler                |I| This is the first request in this visit. sessionId=8FBC5D3CA47E4012383D1A403CF6D186.jvm1
2016-02-23 11:44:28,750 |-0.0.0.0-8443-exec-2 |RequestHandler                |I| Rendering View [main], sessionId=8FBC5D3CA47E4012383D1A403CF6D186.jvm1
2016-02-23 11:44:28,752 |-0.0.0.0-8443-exec-2 |UtilJ2eeCompat                |I| serverInfo: apache tomcat/7.0.59
2016-02-23 11:44:28,752 |-0.0.0.0-8443-exec-2 |UtilJ2eeCompat                |I| Apache Tomcat detected, using response.getWriter to write text out instead of response.getOutputStream
2016-02-23 11:44:29,066 |-0.0.0.0-8443-exec-2 |ServiceDispatcher             |T| Sync service [webtools/getUserPreferenceGroup] finished in [9] milliseconds
2016-02-23 11:44:29,155 |-0.0.0.0-8443-exec-2 |FreeMarkerWorker              |I| loading properties: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/webapp/config/freemarkerTransforms.properties
2016-02-23 11:44:29,155 |-0.0.0.0-8443-exec-2 |FreeMarkerWorker              |I| loading properties: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/widget/config/freemarkerTransforms.properties
2016-02-23 11:44:29,155 |-0.0.0.0-8443-exec-2 |FreeMarkerWorker              |I| loading properties: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/content/config/freemarkerTransforms.properties
2016-02-23 11:44:29,155 |-0.0.0.0-8443-exec-2 |FreeMarkerWorker              |I| loading properties: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/product/config/freemarkerTransforms.properties
2016-02-23 11:44:29,169 |-0.0.0.0-8443-exec-2 |ScreenFactory                 |I| Got 11 screens in 0.09s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/webtools/widget/CommonScreens.xml
2016-02-23 11:44:29,196 |-0.0.0.0-8443-exec-2 |UtilProperties                |I| ResourceBundle TemporalExpressionUiLabels (zh_CN) created in 0.019s with 24 properties
2016-02-23 11:44:29,273 |-0.0.0.0-8443-exec-2 |UtilProperties                |I| ResourceBundle WebtoolsUiLabels (zh_CN) created in 0.074s with 1 properties
2016-02-23 11:44:29,300 |-0.0.0.0-8443-exec-2 |UtilProperties                |I| ResourceBundle SecurityUiLabels (zh_CN) created in 0.027s with 1 properties
2016-02-23 11:44:29,455 |-0.0.0.0-8443-exec-2 |UtilProperties                |I| ResourceBundle CommonUiLabels (zh_CN) created in 0.155s with 410 properties
2016-02-23 11:44:29,967 |-0.0.0.0-8443-exec-2 |ScreenFactory                 |I| Got 24 screens in 0.51s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/widget/CommonScreens.xml
2016-02-23 11:44:30,288 |-0.0.0.0-8443-exec-2 |ServiceDispatcher             |T| Sync service [webtools/getVisualThemeResources] finished in [37] milliseconds
2016-02-23 11:45:05,586 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.102s, 111 requests, 70 views in jndi:/0.0.0.0/webtools/WEB-INF/controller.xml
2016-02-23 11:45:05,734 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.041s, 39 requests, 19 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/common-controller.xml
2016-02-23 11:45:05,806 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.002s, 0 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/handlers-controller.xml
2016-02-23 11:45:05,924 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.025s, 26 requests, 10 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/portal-controller.xml
2016-02-23 11:45:06,050 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.029s, 30 requests, 13 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/security-controller.xml
2016-02-23 11:45:06,126 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.005s, 5 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/tempexpr-controller.xml
2016-02-23 11:45:41,433 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.102s, 111 requests, 70 views in jndi:/0.0.0.0/webtools/WEB-INF/controller.xml
2016-02-23 11:45:41,593 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.041s, 39 requests, 19 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/common-controller.xml
2016-02-23 11:45:41,668 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.003s, 0 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/handlers-controller.xml
2016-02-23 11:45:41,788 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.024s, 26 requests, 10 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/portal-controller.xml
2016-02-23 11:45:41,915 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.029s, 30 requests, 13 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/security-controller.xml
2016-02-23 11:45:41,990 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.004s, 5 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/tempexpr-controller.xml
2016-02-23 11:45:58,599 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.101s, 111 requests, 70 views in jndi:/0.0.0.0/webtools/WEB-INF/controller.xml
2016-02-23 11:45:58,755 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.037s, 39 requests, 19 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/common-controller.xml
2016-02-23 11:45:58,830 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.003s, 0 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/handlers-controller.xml
2016-02-23 11:45:58,956 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.024s, 26 requests, 10 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/portal-controller.xml
2016-02-23 11:45:59,085 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.028s, 30 requests, 13 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/security-controller.xml
2016-02-23 11:45:59,162 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.004s, 5 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/tempexpr-controller.xml
2016-02-23 11:46:12,081 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.001s, 111 requests, 70 views in jndi:/0.0.0.0/webtools/WEB-INF/controller.xml
2016-02-23 11:46:12,087 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.001s, 39 requests, 19 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/common-controller.xml
2016-02-23 11:46:12,092 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/handlers-controller.xml
2016-02-23 11:46:12,100 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.0s, 26 requests, 10 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/portal-controller.xml
2016-02-23 11:46:12,105 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.0s, 30 requests, 13 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/security-controller.xml
2016-02-23 11:46:12,124 |-0.0.0.0-8443-exec-2 |ConfigXMLReader               |I| controller loaded: 0.0s, 5 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/tempexpr-controller.xml
2016-02-23 11:46:14,754 |-0.0.0.0-8443-exec-2 |TransactionUtil               |W| WARNING: In getSetRollbackOnlyCause no stack placeholder was in place, here is the current location: 
java.lang.Exception: Current Stack Trace
	at org.ofbiz.entity.transaction.TransactionUtil.getSetRollbackOnlyCause(TransactionUtil.java:861) [ofbiz-entity-test.jar:?]
	at org.ofbiz.entity.transaction.TransactionUtil.commit(TransactionUtil.java:279) [ofbiz-entity-test.jar:?]
	at org.ofbiz.entity.transaction.TransactionUtil.commit(TransactionUtil.java:252) [ofbiz-entity-test.jar:?]
	at org.ofbiz.widget.screen.ModelScreen.renderScreenString(ModelScreen.java:427) [ofbiz-widget.jar:?]
	at org.ofbiz.widget.screen.ScreenRenderer.render(ScreenRenderer.java:135) [ofbiz-widget.jar:?]
	at org.ofbiz.widget.screen.ScreenRenderer.render(ScreenRenderer.java:97) [ofbiz-widget.jar:?]
	at org.ofbiz.widget.screen.MacroScreenViewHandler.render(MacroScreenViewHandler.java:104) [ofbiz-widget.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) [ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) [ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) [ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) [servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) [servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.control.ContextFilter.doFilter(ContextFilter.java:317) [ofbiz-webapp.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:220) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:122) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:504) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:170) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:103) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:950) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:421) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1074) [tomcat-7.0.59-tomcat-coyote.jar:7.0.59]
	at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:611) [tomcat-7.0.59-tomcat-coyote.jar:7.0.59]
	at org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:314) [tomcat-7.0.59-tomcat-coyote.jar:7.0.59]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142) [?:1.8.0_60]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617) [?:1.8.0_60]
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61) [tomcat-7.0.59-tomcat-coyote.jar:7.0.59]
	at java.lang.Thread.run(Thread.java:745) [?:1.8.0_60]
2016-02-23 11:46:14,761 |-0.0.0.0-8443-exec-2 |ModelScreen                   |E| Could not commit transaction: org.ofbiz.entity.transaction.GenericTransactionException: Roll back error (with no rollbackOnly cause found), could not commit transaction, was rolled back instead: java.lang.Exception: Transaction has timed out (Transaction has timed out)
org.ofbiz.entity.transaction.GenericTransactionException: Roll back error (with no rollbackOnly cause found), could not commit transaction, was rolled back instead: java.lang.Exception: Transaction has timed out (Transaction has timed out)
	at org.ofbiz.entity.transaction.TransactionUtil.commit(TransactionUtil.java:291) ~[ofbiz-entity-test.jar:?]
	at org.ofbiz.entity.transaction.TransactionUtil.commit(TransactionUtil.java:252) ~[ofbiz-entity-test.jar:?]
	at org.ofbiz.widget.screen.ModelScreen.renderScreenString(ModelScreen.java:427) [ofbiz-widget.jar:?]
	at org.ofbiz.widget.screen.ScreenRenderer.render(ScreenRenderer.java:135) [ofbiz-widget.jar:?]
	at org.ofbiz.widget.screen.ScreenRenderer.render(ScreenRenderer.java:97) [ofbiz-widget.jar:?]
	at org.ofbiz.widget.screen.MacroScreenViewHandler.render(MacroScreenViewHandler.java:104) [ofbiz-widget.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.renderView(RequestHandler.java:917) [ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.RequestHandler.doRequest(RequestHandler.java:615) [ofbiz-webapp.jar:?]
	at org.ofbiz.webapp.control.ControlServlet.doGet(ControlServlet.java:211) [ofbiz-webapp.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:620) [servlet-api-3.0.jar:?]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:727) [servlet-api-3.0.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:303) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.ofbiz.webapp.control.ContextFilter.doFilter(ContextFilter.java:317) [ofbiz-webapp.jar:?]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:241) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:208) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:220) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:122) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:504) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:170) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:103) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:116) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.valves.AccessLogValve.invoke(AccessLogValve.java:950) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:421) [tomcat-7.0.59-catalina.jar:7.0.59]
	at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1074) [tomcat-7.0.59-tomcat-coyote.jar:7.0.59]
	at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:611) [tomcat-7.0.59-tomcat-coyote.jar:7.0.59]
	at org.apache.tomcat.util.net.JIoEndpoint$SocketProcessor.run(JIoEndpoint.java:314) [tomcat-7.0.59-tomcat-coyote.jar:7.0.59]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142) [?:1.8.0_60]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617) [?:1.8.0_60]
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61) [tomcat-7.0.59-tomcat-coyote.jar:7.0.59]
	at java.lang.Thread.run(Thread.java:745) [?:1.8.0_60]
Caused by: java.lang.Exception: Transaction has timed out
	at org.apache.geronimo.transaction.manager.TransactionImpl.commit(TransactionImpl.java:266) ~[geronimo-transaction-3.1.1.jar:3.1.1]
	at org.apache.geronimo.transaction.manager.TransactionManagerImpl.commit(TransactionManagerImpl.java:252) ~[geronimo-transaction-3.1.1.jar:3.1.1]
	at org.ofbiz.entity.transaction.TransactionUtil.commit(TransactionUtil.java:266) ~[ofbiz-entity-test.jar:?]
	... 30 more
2016-02-23 11:46:14,777 |-0.0.0.0-8443-exec-2 |TransactionUtil               |W| WARNING: In setTransactionBeginStack a stack placeholder was already in place, here is where the transaction began: 
java.lang.Exception: Tx Stack Placeholder
