2016-02-19 16:03:38,922 |OFBiz-config-0       |DatabaseUtil                  |W| Table named [WEB_PAGE] exists in the database but has no corresponding entity
2016-02-19 18:12:41,211 |-0.0.0.0-8443-exec-6 |ConfigXMLReader               |I| controller loaded: 0.006s, 535 requests, 176 views in jndi:/0.0.0.0/catalog/WEB-INF/controller.xml
2016-02-19 18:12:41,214 |-0.0.0.0-8443-exec-6 |ConfigXMLReader               |I| controller loaded: 0.0s, 26 requests, 10 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/portal-controller.xml
2016-02-19 18:12:41,215 |-0.0.0.0-8443-exec-6 |RequestHandler                |I| This is the first request in this visit. sessionId=7CE3E0A797C24E263176A55E58870858.jvm1
2016-02-19 18:12:41,216 |-0.0.0.0-8443-exec-6 |ServiceDispatcher             |T| Sync service [catalog/getUserPreference] finished in [1] milliseconds
2016-02-19 18:12:41,278 |-0.0.0.0-8443-exec-6 |RequestHandler                |I| Rendering View [main], sessionId=7CE3E0A797C24E263176A55E58870858.jvm1
2016-02-19 18:12:41,307 |-0.0.0.0-8443-exec-6 |ServiceDispatcher             |T| Sync service [catalog/getUserPreferenceGroup] finished in [1] milliseconds
2016-02-19 18:12:41,361 |-0.0.0.0-8443-exec-6 |ScreenFactory                 |I| Got 18 screens in 0.053s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/product/widget/catalog/CommonScreens.xml
2016-02-19 18:12:41,362 |-0.0.0.0-8443-exec-6 |PrimaryKeyFinder              |I| Returning null because found incomplete primary key in find: [GenericEntity:Product][productId,null()]
2016-02-19 18:12:41,369 |-0.0.0.0-8443-exec-6 |ServiceDispatcher             |T| Sync service [catalog/getLastSystemInfoNote] finished in [3] milliseconds
2016-02-19 18:12:41,375 |-0.0.0.0-8443-exec-6 |PrimaryKeyFinder              |I| Returning null because found incomplete primary key in find: [GenericEntity:PartyAcctgPrefAndGroup][partyId,Company(java.lang.String)][roleTypeId,null()]
2016-02-19 18:12:41,380 |-0.0.0.0-8443-exec-6 |ServiceDispatcher             |T| Sync service [catalog/getVisualThemeResources] finished in [1] milliseconds
2016-02-19 18:12:42,091 |-0.0.0.0-8443-exec-6 |ServiceDispatcher             |T| Sync service [catalog/getProductCategoryAndLimitedMembers] finished in [25] milliseconds
2016-02-19 18:12:42,156 |-0.0.0.0-8443-exec-6 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-19 18:12:42,272 |-0.0.0.0-8443-exec-6 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Done- total:1.139,since last([main(Domain:http...):1.138]]
2016-02-19 18:12:43,030 |-0.0.0.0-8443-exec-1 |ControlEventListener          |I| Creating session: C3864F4FC57D176C2CAD9F8DBA770987.jvm1
2016-02-19 18:12:43,030 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-19 18:12:43,031 |-0.0.0.0-8443-exec-1 |VisitHandler                  |I| Found visitorId [10000] in cookie
2016-02-19 18:12:43,062 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.002s, 235 requests, 89 views in jndi:/0.0.0.0/facility/WEB-INF/controller.xml
2016-02-19 18:12:43,062 |-0.0.0.0-8443-exec-1 |RequestHandler                |I| This is the first request in this visit. sessionId=C3864F4FC57D176C2CAD9F8DBA770987.jvm1
2016-02-19 18:12:43,107 |-0.0.0.0-8443-exec-1 |RequestHandler                |I| Rendering View [main], sessionId=C3864F4FC57D176C2CAD9F8DBA770987.jvm1
2016-02-19 18:12:43,144 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 44 screens in 0.035s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/product/widget/facility/FacilityScreens.xml
2016-02-19 18:12:43,199 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 4 screens in 0.018s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/product/widget/facility/CommonScreens.xml
2016-02-19 18:12:43,276 |-0.0.0.0-8443-exec-1 |UtilProperties                |I| ResourceBundle ProductErrorUiLabels (zh_CN) created in 0.076s with 123 properties
2016-02-19 18:12:43,364 |-0.0.0.0-8443-exec-1 |UtilProperties                |I| ResourceBundle WebtoolsUiLabels (zh_CN) created in 0.088s with 1 properties
2016-02-19 18:12:43,375 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/getLastSystemInfoNote] finished in [2] milliseconds
2016-02-19 18:12:43,380 |-0.0.0.0-8443-exec-1 |PrimaryKeyFinder              |I| Returning null because found incomplete primary key in find: [GenericEntity:PartyAcctgPrefAndGroup][partyId,Company(java.lang.String)][roleTypeId,null()]
2016-02-19 18:12:43,385 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/getVisualThemeResources] finished in [1] milliseconds
2016-02-19 18:12:43,610 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/facilityGenericPermission] finished in [146] milliseconds
2016-02-19 18:12:43,709 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/facilityGenericPermission] finished in [3] milliseconds
2016-02-19 18:12:43,799 |-0.0.0.0-8443-exec-1 |UtilProperties                |I| ResourceBundle ProductEntityLabels (zh_CN) created in 0.077s with 371 properties
2016-02-19 18:12:44,009 |-0.0.0.0-8443-exec-1 |UtilProperties                |I| ResourceBundle CommonEntityLabels (zh_CN) created in 0.192s with 1415 properties
2016-02-19 18:12:44,036 |-0.0.0.0-8443-exec-1 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-19 18:12:44,061 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Done- total:1.03,since last([main(Domain:http...):1.03]]
2016-02-19 18:12:44,166 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[LookupPartyName(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-19 18:12:44,239 |-0.0.0.0-8443-exec-1 |RequestHandler                |I| Rendering View [LookupPartyName], sessionId=C3864F4FC57D176C2CAD9F8DBA770987.jvm1
2016-02-19 18:12:44,241 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/getUserPreferenceGroup] finished in [1] milliseconds
2016-02-19 18:12:44,299 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 15 screens in 0.057s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/party/widget/partymgr/LookupScreens.xml
2016-02-19 18:12:44,341 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/partyBasePermissionCheck] finished in [41] milliseconds
2016-02-19 18:12:44,357 |-0.0.0.0-8443-exec-1 |UtilProperties                |I| ResourceBundle widget (zh_CN) created in 0.014s with 48 properties
2016-02-19 18:12:44,732 |-0.0.0.0-8443-exec-1 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-19 18:12:44,748 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[LookupPartyName(Domain:https://localhost)] Request Done- total:0.582,since last([LookupPartyName(...):0.582]]
2016-02-19 18:12:45,397 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-19 18:12:45,398 |-0.0.0.0-8443-exec-1 |VisitHandler                  |I| Found visitorId [10000] in cookie
2016-02-19 18:12:45,439 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.002s, 249 requests, 100 views in jndi:/0.0.0.0/partymgr/WEB-INF/controller.xml
2016-02-19 18:12:45,442 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.0s, 39 requests, 19 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/common-controller.xml
2016-02-19 18:12:45,444 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/handlers-controller.xml
2016-02-19 18:12:45,446 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.0s, 30 requests, 13 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/security-controller.xml
2016-02-19 18:12:45,448 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.0s, 4 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/commonext/webapp/WEB-INF/controller.xml
2016-02-19 18:12:45,458 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.004s, 370 requests, 153 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/content/webapp/content/WEB-INF/controller.xml
2016-02-19 18:12:45,458 |-0.0.0.0-8443-exec-1 |RequestHandler                |I| This is the first request in this visit. sessionId=A12DD79257ED6AB526015A4A57A7849E.jvm1
2016-02-19 18:12:45,501 |-0.0.0.0-8443-exec-1 |RequestHandler                |I| Rendering View [main], sessionId=A12DD79257ED6AB526015A4A57A7849E.jvm1
2016-02-19 18:12:45,502 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [partymgr/getUserPreferenceGroup] finished in [1] milliseconds
2016-02-19 18:12:45,531 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 37 screens in 0.029s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/party/widget/partymgr/PartyScreens.xml
2016-02-19 18:12:45,548 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [partymgr/findParty] finished in [16] milliseconds
2016-02-19 18:12:45,558 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 4 screens in 0.01s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/party/widget/partymgr/CommonScreens.xml
2016-02-19 18:12:45,621 |-0.0.0.0-8443-exec-1 |UtilProperties                |I| ResourceBundle ContentUiLabels (zh_CN) created in 0.063s with 1 properties
2016-02-19 18:12:45,643 |-0.0.0.0-8443-exec-1 |UtilProperties                |I| ResourceBundle SecurityUiLabels (zh_CN) created in 0.021s with 1 properties
2016-02-19 18:12:45,678 |-0.0.0.0-8443-exec-1 |UtilProperties                |I| ResourceBundle HumanResUiLabels (zh_CN) created in 0.035s with 325 properties
2016-02-19 18:12:45,681 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 1 screens in 0.002s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/commonext/widget/CommonScreens.xml
2016-02-19 18:12:45,716 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [partymgr/getLastSystemInfoNote] finished in [9] milliseconds
2016-02-19 18:12:45,722 |-0.0.0.0-8443-exec-1 |PrimaryKeyFinder              |I| Returning null because found incomplete primary key in find: [GenericEntity:PartyAcctgPrefAndGroup][partyId,Company(java.lang.String)][roleTypeId,null()]
2016-02-19 18:12:45,729 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 24 screens in 0.004s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/widget/CommonScreens.xml
2016-02-19 18:12:45,742 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [partymgr/getVisualThemeResources] finished in [11] milliseconds
2016-02-19 18:12:45,875 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [partymgr/partyBasePermissionCheck] finished in [13] milliseconds
2016-02-19 18:12:45,879 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [partymgr/partyBasePermissionCheck] finished in [3] milliseconds
2016-02-19 18:12:45,882 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [partymgr/partyBasePermissionCheck] finished in [2] milliseconds
2016-02-19 18:12:45,888 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [partymgr/partyBasePermissionCheck] finished in [3] milliseconds
2016-02-19 18:12:45,977 |-0.0.0.0-8443-exec-1 |UtilProperties                |I| ResourceBundle PartyEntityLabels (zh_CN) created in 0.064s with 289 properties
2016-02-19 18:12:46,007 |-0.0.0.0-8443-exec-1 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-19 18:12:46,026 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Done- total:0.629,since last([main(Domain:http...):0.629]]
2016-02-19 18:12:47,381 |-0.0.0.0-8443-exec-1 |ControlEventListener          |I| Creating session: 990C35E71847F19FA119910A900D275B.jvm1
2016-02-19 18:12:47,381 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-19 18:12:47,382 |-0.0.0.0-8443-exec-1 |VisitHandler                  |I| Found visitorId [10000] in cookie
2016-02-19 18:12:47,412 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.002s, 357 requests, 145 views in jndi:/0.0.0.0/ordermgr/WEB-INF/controller.xml
2016-02-19 18:12:47,413 |-0.0.0.0-8443-exec-1 |RequestHandler                |I| This is the first request in this visit. sessionId=990C35E71847F19FA119910A900D275B.jvm1
2016-02-19 18:12:47,414 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [order/getUserPreference] finished in [1] milliseconds
2016-02-19 18:12:47,456 |-0.0.0.0-8443-exec-1 |RequestHandler                |I| Rendering View [main], sessionId=990C35E71847F19FA119910A900D275B.jvm1
2016-02-19 18:12:47,505 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [order/getUserPreferenceGroup] finished in [1] milliseconds
2016-02-19 18:12:47,523 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 29 screens in 0.017s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/widget/ordermgr/OrderViewScreens.xml
2016-02-19 18:12:47,531 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 4 screens in 0.007s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/widget/ordermgr/CommonScreens.xml
2016-02-19 18:12:47,596 |-0.0.0.0-8443-exec-1 |UtilProperties                |I| ResourceBundle OrderErrorUiLabels (zh_CN) created in 0.064s with 57 properties
2016-02-19 18:12:47,649 |-0.0.0.0-8443-exec-1 |UtilProperties                |I| ResourceBundle ManufacturingUiLabels (zh_CN) created in 0.053s with 1 properties
2016-02-19 18:12:47,656 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [order/getLastSystemInfoNote] finished in [1] milliseconds
2016-02-19 18:12:47,661 |-0.0.0.0-8443-exec-1 |PrimaryKeyFinder              |I| Returning null because found incomplete primary key in find: [GenericEntity:PartyAcctgPrefAndGroup][partyId,Company(java.lang.String)][roleTypeId,null()]
2016-02-19 18:12:47,666 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [order/getVisualThemeResources] finished in [1] milliseconds
2016-02-19 18:12:48,001 |-0.0.0.0-8443-exec-1 |UtilProperties                |I| ResourceBundle OrderEntityLabels (zh_CN) created in 0.03s with 81 properties
2016-02-19 18:12:48,081 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 46 screens in 0.068s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/product/widget/catalog/ProductScreens.xml
2016-02-19 18:12:48,313 |-0.0.0.0-8443-exec-1 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-19 18:12:48,336 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Done- total:0.955,since last([main(Domain:http...):0.955]]
2016-02-19 18:12:59,470 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[findorders(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-19 18:12:59,480 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.003s, 357 requests, 145 views in jndi:/0.0.0.0/ordermgr/WEB-INF/controller.xml
2016-02-19 18:12:59,483 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.0s, 39 requests, 19 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/common-controller.xml
2016-02-19 18:12:59,486 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/handlers-controller.xml
2016-02-19 18:12:59,488 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.0s, 4 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/commonext/webapp/WEB-INF/controller.xml
2016-02-19 18:12:59,497 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.003s, 370 requests, 153 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/content/webapp/content/WEB-INF/controller.xml
2016-02-19 18:12:59,515 |-0.0.0.0-8443-exec-1 |RequestHandler                |I| Rendering View [findorders], sessionId=990C35E71847F19FA119910A900D275B.jvm1
2016-02-19 18:12:59,561 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [order/getUserPreferenceGroup] finished in [1] milliseconds
2016-02-19 18:12:59,566 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 29 screens in 0.004s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/widget/ordermgr/OrderViewScreens.xml
2016-02-19 18:13:00,038 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 4 screens in 0.003s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/order/widget/ordermgr/CommonScreens.xml
2016-02-19 18:13:00,042 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 1 screens in 0.003s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/commonext/widget/CommonScreens.xml
2016-02-19 18:13:00,090 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [order/getLastSystemInfoNote] finished in [9] milliseconds
2016-02-19 18:13:00,096 |-0.0.0.0-8443-exec-1 |PrimaryKeyFinder              |I| Returning null because found incomplete primary key in find: [GenericEntity:PartyAcctgPrefAndGroup][partyId,Company(java.lang.String)][roleTypeId,null()]
2016-02-19 18:13:00,105 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 24 screens in 0.006s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/widget/CommonScreens.xml
2016-02-19 18:13:00,122 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [order/getVisualThemeResources] finished in [15] milliseconds
2016-02-19 18:13:00,417 |-0.0.0.0-8443-exec-1 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-19 18:13:00,441 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[findorders(Domain:https://localhost)] Request Done- total:0.971,since last([findorders(Domai...):0.971]]
2016-02-19 18:13:04,207 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-19 18:13:04,217 |-0.0.0.0-8443-exec-9 |ConfigXMLReader               |I| controller loaded: 0.003s, 235 requests, 89 views in jndi:/0.0.0.0/facility/WEB-INF/controller.xml
2016-02-19 18:13:04,267 |-0.0.0.0-8443-exec-9 |RequestHandler                |I| Rendering View [main], sessionId=C3864F4FC57D176C2CAD9F8DBA770987.jvm1
2016-02-19 18:13:04,278 |-0.0.0.0-8443-exec-9 |ScreenFactory                 |I| Got 44 screens in 0.009s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/product/widget/facility/FacilityScreens.xml
2016-02-19 18:13:04,304 |-0.0.0.0-8443-exec-9 |ScreenFactory                 |I| Got 4 screens in 0.004s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/product/widget/facility/CommonScreens.xml
2016-02-19 18:13:04,313 |-0.0.0.0-8443-exec-9 |ServiceDispatcher             |T| Sync service [facility/getLastSystemInfoNote] finished in [2] milliseconds
2016-02-19 18:13:04,319 |-0.0.0.0-8443-exec-9 |PrimaryKeyFinder              |I| Returning null because found incomplete primary key in find: [GenericEntity:PartyAcctgPrefAndGroup][partyId,Company(java.lang.String)][roleTypeId,null()]
2016-02-19 18:13:04,325 |-0.0.0.0-8443-exec-9 |ServiceDispatcher             |T| Sync service [facility/getVisualThemeResources] finished in [1] milliseconds
2016-02-19 18:13:04,416 |-0.0.0.0-8443-exec-9 |ServiceDispatcher             |T| Sync service [facility/facilityGenericPermission] finished in [19] milliseconds
2016-02-19 18:13:04,444 |-0.0.0.0-8443-exec-9 |ServiceDispatcher             |T| Sync service [facility/facilityGenericPermission] finished in [3] milliseconds
2016-02-19 18:13:04,485 |-0.0.0.0-8443-exec-9 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-19 18:13:04,509 |-0.0.0.0-8443-exec-9 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Done- total:0.302,since last([main(Domain:http...):0.302]]
2016-02-19 18:13:04,711 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[LookupPartyName(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-19 18:13:04,717 |-0.0.0.0-8443-exec-1 |RequestHandler                |I| Rendering View [LookupPartyName], sessionId=C3864F4FC57D176C2CAD9F8DBA770987.jvm1
2016-02-19 18:13:04,738 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/getUserPreferenceGroup] finished in [1] milliseconds
2016-02-19 18:13:04,745 |-0.0.0.0-8443-exec-1 |ScreenFactory                 |I| Got 15 screens in 0.006s from: file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/party/widget/partymgr/LookupScreens.xml
2016-02-19 18:13:04,762 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/partyBasePermissionCheck] finished in [17] milliseconds
2016-02-19 18:13:04,843 |-0.0.0.0-8443-exec-1 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-19 18:13:04,860 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[LookupPartyName(Domain:https://localhost)] Request Done- total:0.149,since last([LookupPartyName(...):0.149]]
2016-02-19 18:13:09,204 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-19 18:13:09,215 |-0.0.0.0-8443-exec-1 |RequestHandler                |I| Rendering View [main], sessionId=C3864F4FC57D176C2CAD9F8DBA770987.jvm1
2016-02-19 18:13:09,228 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/getLastSystemInfoNote] finished in [5] milliseconds
2016-02-19 18:13:09,279 |-0.0.0.0-8443-exec-1 |PrimaryKeyFinder              |I| Returning null because found incomplete primary key in find: [GenericEntity:PartyAcctgPrefAndGroup][partyId,Company(java.lang.String)][roleTypeId,null()]
2016-02-19 18:13:09,284 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/getVisualThemeResources] finished in [1] milliseconds
2016-02-19 18:13:09,338 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/facilityGenericPermission] finished in [4] milliseconds
2016-02-19 18:13:09,346 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/facilityGenericPermission] finished in [4] milliseconds
2016-02-19 18:13:09,500 |-0.0.0.0-8443-exec-1 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-19 18:13:09,519 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[main(Domain:https://localhost)] Request Done- total:0.315,since last([main(Domain:http...):0.315]]
2016-02-19 18:13:09,690 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[LookupPartyName(Domain:https://localhost)] Request Begun, encoding=[UTF-8]- total:0.0,since last(Begin):0.0]]
2016-02-19 18:13:09,693 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.001s, 39 requests, 19 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/common-controller.xml
2016-02-19 18:13:09,695 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.0s, 0 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/common/webcommon/WEB-INF/handlers-controller.xml
2016-02-19 18:13:09,697 |-0.0.0.0-8443-exec-1 |ConfigXMLReader               |I| controller loaded: 0.0s, 4 requests, 0 views in file:/C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/applications/commonext/webapp/WEB-INF/controller.xml
2016-02-19 18:13:09,704 |-0.0.0.0-8443-exec-1 |RequestHandler                |I| Rendering View [LookupPartyName], sessionId=C3864F4FC57D176C2CAD9F8DBA770987.jvm1
2016-02-19 18:13:09,752 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/getUserPreferenceGroup] finished in [1] milliseconds
2016-02-19 18:13:09,757 |-0.0.0.0-8443-exec-1 |ServiceDispatcher             |T| Sync service [facility/partyBasePermissionCheck] finished in [3] milliseconds
2016-02-19 18:13:09,765 |-0.0.0.0-8443-exec-1 |ServerHitBin                  |I| Visit delegatorName=default, ServerHitBin delegatorName=default
2016-02-19 18:13:09,781 |-0.0.0.0-8443-exec-1 |ControlServlet                |T| [[[LookupPartyName(Domain:https://localhost)] Request Done- total:0.091,since last([LookupPartyName(...):0.091]]
2016-02-19 18:29:32,153 |main                 |ContainerLoader               |I| [Startup] Loading containers from C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework/base/config/ofbiz-containers.xml for loaders {main, rmi}
2016-02-19 18:29:32,377 |main                 |ContainerLoader               |I| Loading container: component-container
2016-02-19 18:29:32,454 |main                 |ComponentContainer            |I| Auto-Loading component directory : [C:/Data/eclipse/ofbiz/apache-ofbiz-13.07.02/framework]
2016-02-19 18:29:32,508 |main                 |ComponentContainer            |I| Loading component : [base]
2016-02-19 18:29:32,551 |main                 |ComponentContainer            |I| Loading component : [geronimo]
2016-02-19 18:29:32,570 |main                 |ComponentContainer            |I| Loading component : [sql]
2016-02-19 18:29:32,598 |main                 |ComponentContainer            |I| Loading component : [entity]
2016-02-19 18:29:32,620 |main                 |ComponentContainer            |I| Loading component : [security]
2016-02-19 18:29:32,638 |main                 |ComponentContainer            |I| Loading component : [datafile]
2016-02-19 18:29:32,656 |main                 |ComponentContainer            |I| Loading component : [minilang]
2016-02-19 18:29:32,689 |main                 |ComponentContainer            |I| Loading component : [common]
2016-02-19 18:29:32,746 |main                 |ComponentContainer            |I| Loading component : [service]
